"cod","desc_assunto","fk_cnj_assunto"
1849,"Culpa Recíproca",2620
13879,"Adicional de Risco",13833
10634,"Suspensão condicional da pena",10620
10636,"Livramento condicional",7791
10640,"Prisão Decorrente de Sentença Condenatória",4263
10835,"Peculato",3664
10643,"Perda da Função Pública",10642
10644,"Perda de Bens e Valores",10642
10823,"Uso de símbolos governamentais em propaganda eleitoral",3654
13459,"Integração ao Salário ",1920
10841,"Lesões Corporais",3664
13259,"Preposto ",8873
10691,"Questão Prejudicial",4271
10752,"Aliciamento eleitoral",3654
10747,"Inscrição fraudulenta ",3654
10821,"Impedimento à fiscalização das pesquisas",3654
10748,"Calúnia",3654
10749,"Difamação",3654
10750,"Injúria",3654
10751,"Captação ilícita de votos ou corrupção eleitoral",3654
10753,"Falso eleitoral",3654
10755,"Boca de urna",3654
10756,"Indução à inscrição indevida",3654
10815,"Desordem eleitoral",3654
1806,"Alteração Contratual ou das Condições de Trabalho",1654
10816,"Falsificação de documento público para fins eleitorais",3654
10817,"Uso de documento falso",3654
10818,"Obtenção de documento falso",3654
10819,"Aliciamento de eleitores",3654
10820,"Divulgação de pesquisa de fraudulenta",3654
10824,"Coação eleitoral",3654
10825,"Aliciamento violento de eleitores",3654
10826,"Aliciamento comercial de eleitores",3654
13966,"Quitação",13949
9593,"Locação de Imóvel",9580
10827,"Ocultação de urna",3654
10830,"Motim",3664
10831,"Pederastia ou outro ato de libidinagem",3664
10833,"Estelionato",3664
10834,"Incêndio",3664
10836,"Concussão",3664
10837,"Corrupção ativa",3664
10838,"Prevaricação",3664
10839,"Deserção",3664
10843,"Difamação",3664
10845,"Homicídio simples",10840
10846,"Homicídio qualificado",10840
10847,"Leve",10841
10848,"Grave",10841
10849,"Lesões qualificadas pelo resultado",10841
14051,"Comissões - Alteração ou Supressão",14046
10850,"Roubo simples",10832
10851,"Roubo qualificado",10832
10852,"Latrocínio",3664
10860,"Depositário Infiel",10573
13439,"Função de Confiança - Incorporação ",2458
10990,"Má-gestão praticada por Prefeitos e Vereadores",5875
10991,"Corrupção Praticada por Prefeitos e Vereadores",5875
10865,"Cerceamento de Defesa",4264
10866,"Ausência de Publicidade",4264
10867,"Ausência de Fundamentação",4264
11006,"Crime de Desvio e/ou Circulação de Moeda Não Autorizada",3523
14052,"Contagem do Prazo",14046
13225,"Mandato ",7628
14053,"Contribuições Previdenciárias",14046
12022,"Da Lei de Locação de Imóveis Urbanos",9847
10935,"Desclassificação",4368
10890,"Vício Formal do Julgamento",4264
12994,"Homologação Judicial - Requisitos ",12934
10992,"Adulteração de Sinal Identificador de Veículo Automotor por Funcionário Público",3523
10902,"Excesso de prazo para instrução / julgamento",4263
10907,"Transferência de Preso",7791
10908,"Execução Penal Provisória - Cabimento",7942
10917,"Aborto provocado pela gestante ou com o seu consentimento",10915
10918,"Aborto provocado por terceiro",10915
10919,"Aborto qualificado",10915
10926,"Prova Ilícita",10925
10999,"Conversão em Agravo Retido",9045
14054,"Desvio de Função e Reenquadramento",14046
10985,"Crimes contra a Ordem Tributária praticado por Funcionário Público",3603
10987,"Tráfico Ilícito de Drogas praticado por Funcionário Público",3607
10993,"Petrechos de Falsificação de Papéis Públicos por Funcionário Público",3523
10994,"Petrechos para falsificação de moeda por Funcionário Público",3523
10995,"Falsidade ideológica praticada por Funcionário Público",3523
10998,"Falsificação de documento Público praticada por Funcionário Público",3523
13012,"Multa por Improbidade Testemunhal ",12941
11004,"Falsificação do Selo ou Sinal Público Praticado por Funcionário Público",3523
11005,"Falsificação de Papéis Públicos Praticado por Funcionário Público",3523
11065,"Requerimento da Parte",11051
14055,"Expurgos Inflacionários",14046
11007,"Crime de Moeda Falsa Praticado por Funcionário Público",3523
11054,"Menagem",11049
11055,"Competência da Justiça Militar da União",11053
11058,"Cassação de licença para direção de veículo motorizado",11057
11059,"Confisco",11057
11060,"Exílio local",11057
11061,"Interdição de estabecimento  ou associação",11057
10550,"Despacho de Citação",10547
11062,"Proibição de frequentar determinados locais",11057
11063,"Suspensão do exercício do posto, graduação, cargo ou função",11057
11064,"Representação do Corregedor",11051
12021,"Crimes da Lei de Locação de Imóveis Urbanos",3603
11125,"Exercício de comércio por oficial",11118
5296,"Radialistas",7644
9807,"Contra a Fé Pública",9634
11986,"Suspensão ou Extinção do Poder Familiar",10577
11988,"Conversão da união estável em casamento",5808
11410,"Crimes contra portadores de deficiência",3603
11416,"Violação sexual mediante fraude",3463
11417,"Estupro de vulnerável",3463
11418,"Satisfação de lascívia mediante presença de criança ou adolescente ",3463
11419,"Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável ",3463
11420,"Favorecimento da prostituição ou outra forma de exploração sexual",3463
13438,"Frentista - Devolução de Cheque ",13137
13008,"Multa do Art. 475-J do CPC ",12941
13011,"Multa por ED Protelatórios ",12941
13029,"Processo Judicial Eletrônico - PJe ",8960
5269,"Mínimo",2458
13046,"Ação Meramente Declaratória ",10568
12641,"Reversão de Operação - Segunda Via",12581
9964,"Seção Cível",9633
11421,"Tráfico internacional de pessoa para fim de exploração sexual",3463
11422,"Tráfico interno de pessoa para fim de exploração sexual",3463
12959,"Cadastro Reserva ",10370
12480,"DIREITO DA SAÚDE",1
12481,"Pública",12480
12482,"Suplementar",12480
12483,"Internação/Transferência Hospitalar",12481
12484,"Fornecimento de medicamentos",12481
12485,"Fornecimento de insumos",12481
12486,"Planos de saúde",12482
12487,"Fornecimento de medicamentos",12486
12488,"Reajuste contratual",12486
12489,"Tratamento médico-hospitalar",12486
12490,"Fornecimento de insumos",12486
12491,"Tratamento médico-hospitalar",12481
12492,"Registrado na ANVISA",12484
12493,"Sem registro na ANVISA",12484
12494,"Padronizado",12492
12495,"Não padronizado",12492
12496,"Oncológico",12484
12497,"Curativos/Bandagem",12485
12498,"Cadeira de rodas / cadeira de banho / cama hospitalar",12485
12499,"Fraldas",12485
12500,"Consulta",12491
12501,"Cirurgia",12491
12504,"Diálise/Hemodiálise",12491
12505,"Leito de enfermaria / leito oncológico",12483
12506,"Unidade de terapia intensiva UTI / unidade de cuidados intensivos UCI",12483
12507,"Mental",12480
12508,"Internação compulsória",12507
12509,"Internação involuntária",12507
12510,"Internação voluntária",12507
12512,"Convênio médico com o SUS",12511
12513,"Financiamento do SUS",12511
12514,"Reajuste da tabela do SUS",12511
12515,"Repasse de verbas do SUS",12511
12516,"Ressarcimento do SUS",12511
12517,"Terceirização do SUS",12511
12518,"Controle Social e Conselhos de Saúde",12511
12519,"Vigilância Sanitária e Epidemológica",12481
12520,"Genética / Células Tronco",12480
12521,"Doação e transplante de órgãos, tecidos ou partes",12480
13068,"Assinatura Eletrônica / Digital ",8868
13185,"Honorários Periciais ",8874
13254,"Permuta ",10187
13267,"Procurador de Entes Públicos / Autárquicos / Fundacionais ",8868
13307,"Tácito ",8868
13323,"Vitaliciamento ",10187
13541,"Suspensão da Cobrança - Devedor Beneficiário de Assistência Judiciária Gratuita ",10655
13444,"Gratificação Anual ",2055
13082,"Base de Cálculo ",2662
13504,"Policial Militar e Civil ",2554
14059,"Regime Jurídico - Mudança",14046
14060,"Ação Ajuizada pelo Sindicato como Substituto Processual",14058
4305,"Recurso",1209
12836,"Assunto complementar de uso obrigatório em demandas educacionais referentes a EAD",12835
13113,"Contabilistas ",7644
10814,"Por suspensão dos direitos políticos",10809
2604,"Adicional de Transferência",2594
13119,"Contribuição de Previdência Privada – Resgate ",2581
6215,"Sucessão de Bens de Estrangeiro",6191
5626,"Família",899
2243,"Plano de Demissão Voluntária",2620
7791,"Pena Privativa de Liberdade",7942
10930,"Município",10157
9790,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica (art. 282)",9773
12859,"Período Integral",12797
11489,"Inutilização, Alteração ou Perturbação de Propaganda",11482
11490,"Impedimento do Exercício da Propaganda",11482
13381,"Constituição de Capital ",8808
13371,"Categoria Profissional ",13155
13502,"Plano de Cargos e Salários ",2458
13486,"Nulidade ",1816
13537,"Sucumbenciais ",10655
14062,"Ato Inequívoco que Importe no Reconhecimento do Direito",14058
14063,"Ato Judicial que Constitua em Mora o Devedor",14058
13352,"Atividades Ilícitas ",2554
13353,"Ato Inequívoco que Importe no Reconhecimento do Direito ",13208
11816,"Infrações administrativas",9964
13453,"Hora Extra / Adicional ",5294
6160,"Disposições Diversas Relativas às Prestações",195
12565,"Coincidência Biométrica",11574
12566,"Ausência ou Abandono aos Trabalhos Eleitorais",11583
12952,"Ato Atentatório à Dignidade da Justiça ",12941
2558,"Cooperado",7628
13832,"Abono",13831
10709,"Gratificação Estadual - AM",10667
13417,"Enquadramento ",5280
9671,"Contra a inviolabilidade de segredo",9634
13437,"Fonte de Custeio ",2624
10760,"Plebiscito",10739
11437,"Crimes contra o Serviço da Justiça Eleitoral",11429
9791,"Charlatanismo (Art. 283)",9773
11647,"Eleições - Eleição Suplementar",11583
1703," Eleição",1697
11992,"Registro Civil de Pessoas Jurídicas",7724
12635,"Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa",11652
8893,"Atos Processuais",8826
13245,"Partes Sem Advogados ",12987
13152,"Empregados Portuários ",7644
13016,"Organização Sindical ",1695
10790,"Uso de bem público",10768
7649,"Aplicabilidade",2135
10570,"FGTS",10568
10928,"Competência do Órgão Fiscalizador",10015
13914,"Outras Gratificações",13847
10762,"Referendo popular",10739
12013,"Crime Relacionado à Exportação de Bens Sensíveis e Serviços Diretamente Relacionados",3603
11733,"Garantias Processuais",11428
13737,"Mudança de Turno",13710
14005,"Proporcional",13994
14031,"Responsabilidade Civil em Outras Relações de Trabalho",12936
14036,"Grupo Econômico",14034
3442,"Crimes contra a Propriedade Intelectual",287
13441,"Gorjeta ",2086
13413,"Emergência ",2583
13409,"Divisor de Horas Extras ",5280
10613,"Excludentes",10620
10842,"Lesão levíssima",10841
10505,"Variação Cambial",10502
10832,"Roubo",3664
13250,"Penhora Online / BACEN JUD ",9163
13251,"Atraso na Audiência ",9024
13241,"Organismo Internacional ",8838
11925,"Vacância",10083
9893,"Do Sistema Nacional de Armas",9847
10042,"Jubilamento de Aluno",10029
5354,"Devolução",1844
10804,"Perda do mandato",10800
13758,"Gestante/Adotante",13757
10568,"Prescrição",864
13652,"Contabilistas",13641
3654,"Crimes Eleitorais",3603
7748,"Acidente Aéreo",4862
8928," Prazo",8893
9180,"Expropriação de Bens",9148
10005,"Registro de Empresa",9998
10084,"Jogos de Bingo e/ou Caça-níqueis",9998
14065,"Permuta",10187
10339,"Férias",10337
10434,"Serviços de Saúde",10433
10440,"Serviços de Saúde",10439
10503,"Serviços de Saúde",10502
10469,"Vaga de garagem",10463
10638,"Acumulação de Proventos",10288
11113,"Reparação do Dano",11082
11219,"Sobrevôo em local interdito",11076
11363,"Desacato",11072
11701,"Doação de Recursos Acima do Limite Legal - Pessoa Jurídica",11699
11802,"Ordem Urbanística",9985
12999,"Inscrição no Banco Nacional de Devedores Trabalhistas - BNDT ",9148
15069,"Requisição de Registro de Nascimento",7725
12905,"Outros",12804
12794,"Permanência",12775
13052,"Adicional de Qualificação ",10288
13098,"Competência ",13007
13264,"Procedimento Sumaríssimo ",13028
14078,"Pressupostos Intrínsecos",9098
14079,"Desfundamentação",14078
14197,"Índice da URP - 26,06% 1987",10313
14874,"Razões Dissociadas",10666
14946,"PIS - Cofins",6013
15012,"Indivisibilidade da Chapa",11615
15035,"Intimação",15033
15042,"Interrogatório",15033
15145,"Percentual de Candidaturas Femininas",11684
1814,"Contrato Nulo",5272
11858,"Recebimento de bolsa de estudos",10288
13483,"Multa por Descumprimento de Ordem Judicial ",13044
12579,"Regularização de Histórico - Retificação de Dados Pessoais",12575
9756,"Crimes Contra a Assistência Familiar",9755
14027,"Lista Suja",14010
11717,"Abuso",11716
11428,"DIREITO ELEITORAL",NULL
13608,"Prova Ilícita ",8990
14029,"Revistas Íntimas/Pertences",14010
2480,"Liberação das Guias",2478
2506,"Auxílio / Tíquete Alimentação",2581
12568,"Pedido de Dispensa de Convocação para Trabalhos Eleitorais",11583
1977,"Estabilidade decorrente de Norma Coletiva",2656
10082,"Serviço Postal",10073
10035,"Freqüência às Aulas",10029
10036,"Penalidades Disciplinares",10029
12981,"Direito de Greve ",1695
13407,"Distribuição Dinâmica - Inversão ",13237
12598,"Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas",11428
12569,"Dados Pessoais",12460
1932,"Reversão / Retorno ao Cargo Efetivo",1806
2031,"Correção Monetária",2029
2133,"Inquérito Administrativo",1654
2140,"Intervalo Intrajornada",1658
10019,"Segurança e Medicina do Trabalho",10015
2141,"Adicional de Hora Extra",1658
2233,"Contratação de Reabilitados e Deficientes Habilitados",1654
2409,"Enquadramento / Classificação",1654
2445,"Alteração / Revogação de Regulamento da Empresa",1806
2523,"Transferência",1806
2670,"Advertência / Suspensão",1654
5273,"Suspensão / Interrupção do Contrato de Trabalho ",1654
5274,"Contrato de Trabalho Temporário",1654
7641,"Contrato Provisório de Emprego",1654
7647,"Contrato em Regime de Tempo Parcial",1654
13809,"Férias",12936
3438,"Crimes contra a Propriedade Industrial",3603
10868,"Criação / Extinção / Reestruturação de Orgãos ou Cargos Públicos",10157
1661,"Horas In Itinere",1658
1663,"Adicional Noturno",1658
1666,"Insalubridade",2594
10114,"Fauna",10110
7785,"Prestação Pecuniária",7790
899,"DIREITO CIVIL",1
13010,"Multa por Descumprimento de Ordem Judicial ",12941
12571,"Pluralidade de Inscrições",12460
12572,"Regularização da Base de Perda e Suspensão BPSDP",12571
13020,"Peticionamento Eletrônico ",8960
13043,"Violação Literal à Disposição de Lei ",12933
10692,"Tribunal de Contas",10157
10795,"Quociente eleitoral",10769
12799,"Gestão",12775
10115,"Transgênicos",10110
10797,"Boca de urna",10769
1920,"Diárias",2581
12563,"Alistamento Eleitoral - Estrangeiro",11574
10799,"Sustação da diplomação",10770
10116,"Agrotóxicos",10110
9160,"Levantamento de Valor",9148
9163,"Penhora / Depósito/ Avaliação ",9148
12929,"Colação de Grau",12794
13057,"Ajuda de Custo ",2581
13349,"Assiduidade ",2583
12841,"Mensalidades",12794
12852,"Distorção de Série/Idade",12797
9703,"Supressão ou Alteração de Marca em Animais",9674
11505,"Fornecimento ao Eleitor de Cédula Oficial Já Assinalada ou Marcada",11497
12987,"Execução de Ofício ",9148
14807,"Rural art. 59/63",7757
13524,"Regularidade de Representação ",13292
14657,"Trabalho Forçado",13754
11734,"Cautelar Inominada",11733
13527,"Repouso Semanal Remunerado ",5294
13698,"Operadores Cinematográficos",13641
1681,"Periculosidade",2594
10698,"Serventuários da Justiça",10695
10039,"Mensalidades",10029
7631,"Honorários Profissionais",7628
10793,"Apuração/recontagem de votos",10769
